domain	end	gene	start
PF00440	72	Rv0275c	25
PF09995	274	Rv0276	42
PF01850	135	vapC25	2
PF00934	94	PE_PGRS3	4
PF00934	94	PE_PGRS4	4
PF00823	163	PPE3	6
PF18878	520	PPE3	473
PF04072	199	Rv0281	18
PF00004	514	eccA3	381
PF17866	614	eccA3	539
PF05108	523	eccB3	34
PF01580	1039	eccC3	785
PF01580_1	637	eccC3	435
PF00934	93	PE5	3
PF00823	165	PPE4	8
PF18878	487	PPE4	440
PF06013	88	esxG	4
PF06013	88	esxH	3
PF14011	270	espG3	11
PF08817	90	eccD3	8
PF00082	389	mycP3	86
PF11203	214	eccE3	126
PF00561	331	Rv0293c	170
PF13489	182	tam	10
PF09037	259	Rv0295c	7
PF00884	288	atsG	11
PF00934	94	PE_PGRS5	4
PF01402	43	Rv0298	5
PF01402	40	vapB2	8
PF01850	126	vapC2	6
PF00440	65	Rv0302	19
PF13977	204	Rv0302	87
PF00106	149	Rv0303	4
PF01469	1584	PPE5	1545
PF01469_1	732	PPE5	693
PF01469_2	762	PPE5	723
PF01469_3	271	PPE5	232
PF01469_4	1549	PPE5	1510
PF01469_5	1614	PPE5	1575
PF01469_6	722	PPE5	683
PF01469_7	1942	PPE5	1904
PF01469_8	692	PPE5	653
PF01469_9	2094	PPE5	2055
PF01469_10	1509	PPE5	1470
PF01469_10_1	2014	PPE5	1975
PF01469_10_2	575	PPE5	536
PF01469_10_3	2054	PPE5	2015
PF01469_10_4	231	PPE5	192
PF01469_10_5	615	PPE5	576
PF01469_10_6	1078	PPE5	1039
PF01469_10_7	311	PPE5	272
PF01469_10_8	1036	PPE5	997
PF01469_10_9	142	PPE5	105
PF01469_10_10	1118	PPE5	1079
PF01469_10_10_1	1447	PPE5	1409
PF01469_10_10_2	1472	PPE5	1429
PF01469_10_10_3	650	PPE5	611
PF01469_10_10_4	168	PPE5	130
PF01469_10_10_5	1158	PPE5	1119
PF01469_10_10_6	996	PPE5	957
PF01469_10_10_7	1977	PPE5	1934
PF01469_10_10_8	1907	PPE5	1868
PF01469_10_10_9	134	PPE5	96
PF00823	162	PPE6	5
PF01469	809	PPE6	770
PF01469_1	359	PPE6	320
PF01469_2	399	PPE6	360
PF01469_3	739	PPE6	700
PF01469_4	257	PPE6	218
PF01469_5	319	PPE6	280
PF01469_6	779	PPE6	740
PF01469_7	697	PPE6	658
PF01469_8	682	PPE6	643
PF01469_9	769	PPE6	730
PF01469_10	237	PPE6	196
PF00881	179	Rv0306	14
PF01569	209	Rv0308	89
PF13577	136	Rv0310c	12
PF00012	354	Rv0312	61
PF11259	214	Rv0314c	157
PF00722	292	Rv0315	97
PF02426	93	Rv0316	1
PF02426_1	199	Rv0316	108
PF03009	242	glpQ2	14
PF02535	264	Rv0318c	108
PF01470	209	pcp	2
PF00692	181	dcd	67
PF00984	299	udgA	204
PF03720	423	udgA	322
PF03721	187	udgA	1
PF02585	138	Rv0323c	14
PF00581	212	Rv0324	120
PF12840	75	Rv0324	13
PF13649	78	Rv0326	1
PF00067	433	cyp135A1	10
PF00440	57	Rv0328	11
PF13977	194	Rv0328	81
PF13649	147	Rv0329c	53
PF00440	59	Rv0330c	13
PF07992	312	Rv0331	3
PF07398	254	Rv0332	152
PF11716	140	Rv0332	17
PF12680	108	Rv0333	9
PF00483	238	rmlA	2
PF00934	138	PE6	65
PF02720	339	Rv0336	33
PF00155	420	aspC	57
PF02754	694	Rv0338c	607
PF02754_1	569	Rv0338c	477
PF13183	406	Rv0338c	291
PF00350	224	iniA	73
PF00350	111	iniC	47
PF12804	133	Rv0345	8
PF00324	462	ansP2	26
PF00012	583	dnaK	77
PF00012_1	81	dnaK	4
PF01025	188	grpE	17
PF00226	72	dnaJ1	10
PF00684	237	dnaJ1	177
PF01556	362	dnaJ1	150
PF00376	50	hspR	14
PF00823	162	PPE8	5
PF01469	1205	PPE8	1166
PF01469_1	3235	PPE8	3196
PF01469_2	373	PPE8	334
PF01469_3	771	PPE8	732
PF01469_4	781	PPE8	742
PF01469_5	2170	PPE8	2131
PF01469_6	3091	PPE8	3053
PF01469_7	1245	PPE8	1206
PF01469_8	2779	PPE8	2740
PF01469_9	3215	PPE8	3176
PF01469_10	2200	PPE8	2161
PF01469_10_1	2160	PPE8	2121
PF01469_10_2	1654	PPE8	1615
PF01469_10_3	741	PPE8	702
PF01469_10_4	2140	PPE8	2101
PF01469_10_5	1684	PPE8	1645
PF01469_10_6	2739	PPE8	2700
PF01469_10_7	3052	PPE8	3016
PF01469_10_8	2636	PPE8	2598
PF01469_10_9	1714	PPE8	1675
PF01469_10_10	413	PPE8	374
PF01469_10_10_1	2090	PPE8	2051
PF01469_10_10_2	2457	PPE8	2419
PF01469_10_10_3	1055	PPE8	1017
PF01469_10_10_4	811	PPE8	772
PF01469_10_10_5	1504	PPE8	1465
PF01469_10_10_6	2048	PPE8	2009
PF01469_10_10_7	2487	PPE8	2448
PF01469_10_10_8	1553	PPE8	1513
PF01469_10_10_9	1094	PPE8	1052
PF01469_10_10_10	1579	PPE8	1540
PF01469_10_10_10_1	3275	PPE8	3236
PF01469_10_10_10_2	641	PPE8	598
PF01469_10_10_10_3	3205	PPE8	3162
PF01469_10_10_10_4	1120	PPE8	1081
PF01469_10_10_10_5	2575	PPE8	2536
PF01469_10_10_10_6	2120	PPE8	2081
PF01469_10_10_10_7	666	PPE8	627
PF01469_10_10_10_8	3133	PPE8	3094
PF01469_10_10_10_9	3175	PPE8	3136
PF01469_10_10_10_10	248	PPE8	210
PF01469_10_10_10_10_1	1978	PPE8	1934
PF01469_10_10_10_10_2	2130	PPE8	2091
PF01469_10_10_10_10_3	2657	PPE8	2618
PF01469_10_10_10_10_4	2699	PPE8	2660
PF01469_10_10_10_10_5	611	PPE8	571
PF01469_10_10_10_10_6	229	PPE8	194
PF01469_10_10_10_10_7	1623	PPE8	1585
PF03061	200	Rv0356c	124
PF00709	422	purA	4
PF11349	142	Rv0360c	16
PF00571	258	mgtE	204
PF01769	449	mgtE	326
PF03448	134	mgtE	34
PF01116	340	fba	7
PF09335	175	Rv0364	47
PF03663	358	Rv0365c	6
PF06414	159	Rv0366c	1
PF11903	107	Rv0367c	6
PF05762	392	Rv0368c	171
PF06240	117	Rv0369c	1
PF07728	192	Rv0370c	37
PF12804	171	Rv0371c	8
PF02625	76	Rv0372c	10
PF13478	229	Rv0372c	116
PF01315	146	Rv0373c	37
PF02738	729	Rv0373c	166
PF00111	68	Rv0374c	5
PF01799	147	Rv0374c	73
PF00941	167	Rv0375c	1
PF03450	273	Rv0375c	172
PF02625	70	Rv0376c	3
PF02625_1	175	Rv0376c	108
PF13478	344	Rv0376c	198
PF00126	62	Rv0377	3
PF03466	293	Rv0377	85
PF07311	66	secE2	3
PF00588	170	Rv0380c	33
PF00156	163	pyrE	39
PF00004	340	clpB	202
PF02861	69	clpB	17
PF02861_1	145	clpB	94
PF07724	750	clpB	598
PF10431	836	clpB	756
PF17871	446	clpB	343
PF00042	101	Rv0385	7
PF00175	371	Rv0385	253
PF00970	244	Rv0385	149
PF00211	141	Rv0386	5
PF00931	434	Rv0386	205
PF12484	173	Rv0387c	98
PF00823	162	PPE9	5
PF02222	320	purT	138
PF00581	120	Rv0390	8
PF01053	406	metZ	20
PF07992	341	ndhA	15
PF02720	281	Rv0393	91
PF00144	390	lpqK	41
PF00441	388	fadE7	240
PF02770	229	fadE7	139
PF02771	135	fadE7	22
PF11255	113	Rv0401	10
PF03176	381	mmpL1	52
PF03176_1	941	mmpL1	600
PF05423	142	mmpS1	5
PF00501	472	fadD30	7
PF00109	346	pks6	106
PF00550	1088	pks6	1021
PF00550_1	79	pks6	13
PF00698	944	pks6	632
PF00975	1393	pks6	1166
PF02801	472	pks6	354
PF16197	597	pks6	474
PF00753	245	Rv0406c	34
PF00296	307	fgd1	3
PF01515	682	pta	365
PF07085	321	pta	207
PF13500	204	pta	5
PF00871	374	ackA	4
PF16918	748	pknG	409
PF16919	150	pknG	12
PF00069	392	pknG	151
PF00497	314	glnH	94
PF00293	164	mutT3	31
PF02581	201	thiE	11
PF01266	332	thiO	9
PF02597	68	thiS	2
PF05690	250	thiG	7
PF02225	230	lpqL	140
PF04389	473	lpqL	252
PF08543	259	thiD	13
PF01964	503	thiC	82
PF13667	82	thiC	13
PF00122	943	ctpH	748
PF00689	1466	ctpH	1312
PF00702	1242	ctpH	959
PF03372	281	xthA	27
PF01327	167	def	3
PF11662	93	Rv0430	20
PF13399	164	Rv0431	76
PF00080	237	sodC	77
PF04107	297	Rv0433	20
PF02190	206	Rv0434	8
PF00004	632	Rv0435c	501
PF00004_1	370	Rv0435c	250
PF02359	95	Rv0435c	13
PF17862	438	Rv0435c	391
PF17862_1	700	Rv0435c	654
PF01066	79	pssA	15
PF02666	228	psd	55
PF00994	322	moeA2	179
PF03453	166	moeA2	2
PF03454	404	moeA2	335
PF00106	229	Rv0439c	22
PF00118	522	groEL2	22
PF00823	165	PPE10	8
PF01469	257	PPE10	218
PF01469_1	299	PPE10	260
PF04978	171	Rv0443	11
PF10099	229	rskA	18
PF04542	98	sigK	29
PF04545	182	sigK	133
PF06966	243	Rv0446c	17
PF02353	419	ufaA1	140
PF07103	221	Rv0448c	1
PF01593	424	Rv0449c	16
PF03176	388	mmpL4	59
PF03176_1	947	mmpL4	607
PF05423	140	mmpS4	2
PF00440	74	Rv0452	28
PF17929	222	Rv0452	100
PF00823	166	PPE11	9
PF18878	509	PPE11	462
PF16877	147	Rv0455c	33
PF00378	283	echA2	12
PF02452	83	mazF1	2
PF00326	673	Rv0457c	466
PF02897	395	Rv0457c	5
PF00171	495	Rv0458	28
